"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Abstract","Index Keywords","PubMed ID","EID"
"Xu, J.; Zhu, Z.; Dai, B.; Lin, M.; Yang, H.; Liu, S.; Nan, Z.","Xu, Jian (60152341000); Zhu, Zexin (59367679500); Dai, Bo (59368478500); Lin, Minghao (58499999700); Yang, Huhu (59367510200); Liu, Shilin (57189221847); Nan, Zheng (57530982900)","60152341000; 59367679500; 59368478500; 58499999700; 59367510200; 57189221847; 57530982900","Environmental chemical factors associated with human biological age acceleration: an interpretable machine learning study","2026","Archives of Gerontology and Geriatrics","10.1016/j.archger.2025.106058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019529020&doi=10.1016%2Fj.archger.2025.106058&partnerID=40&md5=941ad62eb9907382e0ce368c8c7c75e3","This study utilized an interpretable machine learning (ML) framework to analyze data from 1693 adults in the 2015–2016 National Health and Nutrition Examination Survey (NHANES), investigating the association between 78 environmental chemicals and two biological age acceleration (BA-Accel) measures: KDM-BA-Accel and PhenoAge-Accel. The ML models demonstrated moderate predictive performance, with the best models achieving R² values between 0.20 and 0.27. Including chemical exposure data did not statistically improve model performance compared to baseline models with only demographic and clinical covariates. The analysis identified clinical factors like diabetes and body mass index (BMI) as the most significant predictors of BA-Accel. Concurrently, Shapley Additive Explanations (SHAP) analysis identified blood toluene (B_TOL), a urinary benzene metabolite (U_DHB), and urinary benzophenone-3 (U_BP3) as key chemical contributors. Furthermore, the framework revealed complex nonlinear relationships and potential synergistic interactions between these chemicals and BA-Accel. A sensitivity analysis confirmed a significant interaction between diabetes status and blood toluene. In conclusion, while single cross-sectional measurements of chemical exposures have limited utility for predicting individual aging rates, the applied ML approach provides a method to identify key chemicals within mixed exposures and characterize their complex modes of action, which can inform public health risk management. © 2025 Elsevier B.V.","glycated hemoglobin; benzophenone derivative; toluene; acceleration; Article; biological age; biometry; body mass; decision tree; deep learning; diabetes mellitus; environmental factor; exposome; fasting blood glucose level; feature selection; human; hypertension; least absolute shrinkage and selection operator; limit of detection; machine learning; major clinical study; metabolomics; physical activity; prediction; quality control; random forest; sensitivity analysis; Shapley additive explanation; support vector machine; adult; adverse event; aged; aging; blood; cross-sectional study; drug effect; environmental exposure; female; male; middle aged; nutrition; physiology; pollutant; urine; Adult; Aged; Aging; Benzophenones; Body Mass Index; Cross-Sectional Studies; Environmental Exposure; Environmental Pollutants; Female; Humans; Machine Learning; Male; Middle Aged; Nutrition Surveys; Toluene","41138291","2-s2.0-105019529020"
"Han, X.; Lv, Z.; He, M.; Wu, X.; Zhang, Y.; Lin, G.; Zou, D.; Liu, J.; Li, M.; Cheng, J.; Han, J.-J.; Huang, H.; Huang, S.","Han, Xu (56402238300); Lv, Ziquan (36151077700); He, Mei'an (59680835100); Wu, Xuli (8978923700); Zhang, Yanwei (49862507400); Lin, Guimiao (55354509300); Zou, Dongju (59659883400); Liu, Jinling (59659320600); Li, Meilin (59660261600); Cheng, Jinquan (7405939143); Han, Jungjun (60139526900); Huang, Hui (58388519700); Huang, Suli (54402870900)","56402238300; 36151077700; 59680835100; 8978923700; 49862507400; 55354509300; 59659883400; 59659320600; 59660261600; 7405939143; 60139526900; 58388519700; 54402870900","Metals exposure, biological aging and metabolic syndrome: exploring the associations and mediation effects","2026","Journal of Nutritional Biochemistry","10.1016/j.jnutbio.2025.110130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018719830&doi=10.1016%2Fj.jnutbio.2025.110130&partnerID=40&md5=c0278065385a19a0649f8b9a44a67915","Metals disequilibrium is crucial in the progress of metabolic syndrome (MetS), whereas the underlying mechanism remains largely unclear. Aging is closely related with the major diseases, and recent studies show environmental exposure also accelerate aging. Therefore, we aimed at investigating the mediation impact of biological age (BA) on relationships of metals exposure with MetS risk. A cross-sectional study with 1,504 participants was conducted. BA predictors were established by Klemera and Doubal method (KDM) and Mahalanobis distance, based on clinical measures. KDM-accel [the residual difference of regressing KDM-BA to chronological age] and physiological dysregulation (PD) were further calculated and recorded as biological aging indexes (BAIs). Seven plasma metals (calcium, cobalt, copper, magnesium, molybdenum, selenium, and zinc), reported to be linked with MetS in our preceding study, were involved. Multivariate linear and logistic regression models were performed to evaluate the relationships of BAIs with metals exposure or MetS risk, respectively. The mediation effect of BA linking metals to MetS was also explored. Quantiles of magnesium, molybdenum, and cobalt showed significant negative relationships with MetS risk and two BAIs (all p-trend<0.05). Significant positive associations were observed for two BAIs and MetS risk (P<.001). Mediation analysis showed that BAIs mediated 19.15% and 13.23% of the negative associations between plasma molybdenum, magnesium and MetS risk, respectively. Our findings suggested that essential metals might reduce MetS risk via decelerating biological aging, emphasizing the significance of essential metals in prevention of aging and MetS. © 2025 The Author(s)","calcium; cobalt; copper; magnesium; metal; molybdenum; selenium; zinc; adult; aged; aging; Article; biological age; cohort analysis; controlled study; cross-sectional study; female; human; major clinical study; male; metabolic syndrome X; risk; adverse event; blood; environmental exposure; epidemiology; etiology; middle aged; risk factor; Adult; Aged; Aging; Cobalt; Cross-Sectional Studies; Environmental Exposure; Female; Humans; Magnesium; Male; Metabolic Syndrome; Metals; Middle Aged; Molybdenum; Risk Factors","40998091","2-s2.0-105018719830"
"Kim, S.; Park, J.","Kim, Seungkyu (60069164800); Park, Jongmin (57192388385)","60069164800; 57192388385","Sex-Specific Factors Influencing GrimAge Acceleration in Middle-Aged Korean Adults","2026","Biological Research for Nursing","10.1177/10998004251370671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014196230&doi=10.1177%2F10998004251370671&partnerID=40&md5=f492438c155744155504644a65f06b5f","Background: Middle-aged adults experience degenerative aging-related changes, often differing by sex. Research identifying sex-specific factors contributing to biological aging among middle-aged adults remains limited. This study aimed to identify sex-specific factors influencing GrimAge acceleration (GrimAA), a DNA methylation-based estimator of biological aging, among middle-aged Korean adults. Methods: Data were derived from the Korean Genome and Epidemiology Study (KoGES) cohort involving 686 middle-aged adults (422 men and 264 women). GrimAA was calculated from DNA methylation data using the GrimAge epigenetic clock. Demographic, lifestyle, clinical, and psychosocial stress variables were assessed, and sex-specific factors influencing GrimAA were identified through hierarchical multiple regression models. Results: In men, higher GrimAA was significantly associated with current smoking, current drinking, physical inactivity, and elevated Hs-CRP or HbA1C levels, whereas among women, early menopause (<50 years) emerged as a notable factor related to increased GrimAA. Hierarchical regression analyses revealed that chronological age, current smoking, and Hs-CRP were robust predictors of GrimAA in men, whereas GrimAA in women was significantly predicted by current smoking and Hs-CRP. Conclusion: Sex differences in GrimAA may result from the interplay of lifestyle behaviors, inflammatory biomarkers, and hormonal factors. Targeted interventions addressing these sex-specific determinants could be effective strategies to mitigate biological aging acceleration among middle-aged adults. © The Author(s) 2025","aging; DNA methylation; female; genetics; human; male; middle aged; physiology; sex factor; South Korea; Aging; DNA Methylation; Female; Humans; Male; Middle Aged; Republic of Korea; Sex Factors","40854540","2-s2.0-105014196230"
"Iyer, K.K.; Roberts, J.A.; Waak, M.; Vogrin, S.J.; Kevat, A.; Chawla, J.; Haataja, L.M.; Lauronen, L.; Vanhatalo, S.; Stevenson, N.J.","Iyer, Kartik K. (36841420800); Roberts, James A. (57189219407); Waak, Michaela (57195267271); Vogrin, Simon J. (6603450943); Kevat, Ajay Chintan (36657276200); Chawla, Jasneek K. (56816601100); Haataja, Leena M. (7003607253); Lauronen, Leena M. (6603591424); Vanhatalo, Sampsa (7005870452); Stevenson, Nathan J. (15924307900)","36841420800; 57189219407; 57195267271; 6603450943; 36657276200; 56816601100; 7003607253; 6603591424; 7005870452; 15924307900","Age prediction from infancy to adolescence at the onset of N2 sleep using an ECG-derived tachogram","2026","Biomedical Signal Processing and Control","10.1016/j.bspc.2025.108234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010688195&doi=10.1016%2Fj.bspc.2025.108234&partnerID=40&md5=df5fc927bd8a681b9730c790438f58e3","Background: Biological age is a key concept in the development of biomarkers of health and disease. We develop a prediction of the functional autonomic age (FAA) from infancy to adolescence based on the ECG-derived tachogram recorded at the onset of N2 sleep. Methods: A cohort of ECG recordings from 1004 typically developing infants, children and adolescents (age range: 1 month to 17 years) was used to train feature-based and deep neural network-based regression models for the prediction of FAA. Weighted mean absolute error (wMAE) was used to define accuracy and evaluated with 10-fold cross-validation. Effect size was used to compare model accuracies and linear regression was used to evaluate confounds. The combination of FAA with an EEG-based estimate of functional brain age (FBA) was also tested. Results: A feature-based FAA had a wMAE of 1.78 years (95 %CI: 1.62–1.93, n = 1004) and was comparable to deep neural network regression (wMAE = 1.85 years, 95 %CI: 1.66–1.98). Accuracy was affected by age and age2 (t = -4.97, p < 0.001 and t = 9.66, p < 0.001, respectively) with smaller errors at younger ages, but not biological sex (t = -0.660, p = 0.510). Combining the FAA with a functional brain age derived from the EEG resulted improved accuracy, with neural networks-based methods superior (wMAE of 0.81 years, 95 %CI: 0.73–0.88, effect size D = 0.77, 95 %CI: 0.70–0.84, n = 1004). Conclusion: FAA derived from the tachogram accurately represents age from infancy to adolescence. The combination of FAA with FBA improves age prediction accuracy. © 2025 Elsevier Ltd","Brain; Electrocardiography; Electroencephalography; Forecasting; Gaussian distribution; Gaussian noise (electronic); Neurophysiology; Pediatrics; Regression analysis; Age predictions; Autonomics; Childhood development; Feature-based; Functionals; Gaussian process regression; Mean absolute error; Neural-networks; Tachograms; Weighted mean; Deep neural networks; accuracy; adolescence; adolescent; age; Article; artificial intelligence; child; clinical evaluation; cohort analysis; comparative study; controlled study; cross validation; deep neural network; effect size; electrocardiogram; electrocardiography; electroencephalogram; electroencephalography; female; functional brain age; human; infancy; infant; major clinical study; male; mean absolute error; nerve cell network; prediction; stage 2 sleep; tachogram","","2-s2.0-105010688195"
"Saad, R.; Costeira, R.; Matias-Garcia, P.R.; Villicaña, S.; Gieger, C.; Suhre, K.; Peters, A.; Kastenmüller, G.; Rodríguez-Mateos, A.; Dias, C.; Menni, C.; Waldenberger, M.; Bell, J.T.","Saad, Ramy (57217041338); Costeira, Ricardo (57217112186); Matias-Garcia, Pamela R. (57213588615); Villicaña, Sergio (6507451428); Gieger, Christian (55138342700); Suhre, Karsten (56188100500); Peters, Annette Michael (7402105900); Kastenmüller, Gabi (6507055294); Rodríguez-Mateos, Ana M. (13005658500); Dias, Cristina (7102469064); Menni, Cristina (25622426300); Waldenberger, Melanie (57197777520); Bell, Jordana T. (56662646100)","57217041338; 57217112186; 57213588615; 6507451428; 55138342700; 56188100500; 7402105900; 6507055294; 13005658500; 7102469064; 25622426300; 57197777520; 56662646100","Theobromine is associated with slower epigenetic ageing","2025","Aging","10.18632/aging.206344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026259776&doi=10.18632%2Faging.206344&partnerID=40&md5=34d8428461500c1f1eb5ab093dedb7cd","Theobromine, a commonly consumed dietary alkaloid derived from cocoa, has been linked to extended lifespan in model organisms and to health benefits in humans. We examined associations between circulating levels of theobromine intake, measured using serum metabolomics, and blood-based epigenetic markers of biological ageing in two European human population-based cohorts. Serum theobromine levels were significantly associated with reduced epigenetic age acceleration, as measured by GrimAge (p < 2e-7) and DNAmTL (p < 0.001) in 509 individuals from the TwinsUK cohort, and both signals replicated in 1,160 individuals from the KORA cohort (p = 7.2e-08 and p = 0.007, respectively). Sensitivity analyses including covariates of other cocoa and coffee metabolites suggest that the effect is specific to theobromine. Our findings indicate that the reported beneficial links between theobromine intake on health and ageing extend to the molecular epigenetic level in humans. ©: © 2025 Saad et al.","theobromine; adult; aged; aging; blood; cohort analysis; DNA methylation; drug effect; female; genetic epigenesis; genetics; human; male; middle aged; Adult; Aged; Aging; Cohort Studies; DNA Methylation; Epigenesis, Genetic; Female; Humans; Male; Middle Aged; Theobromine","41397115","2-s2.0-105026259776"
"Liu, R.; Liu, M.; Wang, C.; Tao, Z.; Hu, G.","Liu, Rundong (58897316700); Liu, Mingjie (59455983200); Wang, Chendong (59493939200); Tao, Zhen (53986818600); Hu, Guangyuan (55211139400)","58897316700; 59455983200; 59493939200; 53986818600; 55211139400","Association of systemic immune-inflammation index (SII) with epigenetic age acceleration in adults: insights from NHANES","2025","Epigenetics","10.1080/15592294.2025.2541248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012453130&doi=10.1080%2F15592294.2025.2541248&partnerID=40&md5=4c1e6f3cd01c5e64213f842e6f20899a","The Systemic Immune-Inflammation Index (SII), a marker of systemic inflammation, has been linked to various age-related diseases, but its association with Epigenetic Age Acceleration (EAA) remains underexplored. This study aimed to investigate the SII and EAA relationship. We analysed data from 1,915 participants from the National Health and Nutrition Examination Survey (NHANES). SII was calculated as platelet count × (neutrophil count/lymphocyte count). EAA was defined as HorvathAccel, HannumAccel, Skin&BloodAccel, PhenoAgeAccel, GrimAge2Accel, and DunedinPoAm. These metrics were derived utilizing the residual method. Multivariate linear regression, smooth curve fitting, threshold effect analyses, and subgroup analyses were employed to assess the relationship between the SII and EAA. Higher SII levels were significantly associated with HannumAccel, PhenoAgeAccel, GrimAge2Accel, and DunedinPoAm. Threshold effect analyses revealed non-linear relationships, with inflection points at SII values of 24.200, 12.553, 7.766, and 10.133, respectively. Subgroup analyses identified sex, age, poverty-to-income ratio, and marital status as significant effect modifiers. The elevated SII was associated with accelerated epigenetic ageing. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","genomic DNA; acceleration; adult; alcohol consumption; Article; blood sampling; body mass; demographics; diabetes mellitus; DNA extraction; DNA methylation; epigenetics; female; geriatric disorder; human; hypertension; lymphocyte count; major clinical study; male; neutrophil count; platelet count; systemic immune inflammation index; aged; aging; genetic epigenesis; genetics; immunology; inflammation; middle aged; nutrition; Adult; Aged; Aging; Epigenesis, Genetic; Female; Humans; Inflammation; Male; Middle Aged; Nutrition Surveys","40758856","2-s2.0-105012453130"
"Vasconcelos, A.G.; Johnson, M.; Cai, Y.; Hsu, L.; Franceschini, N.; Auer, P.L.; Kooperberg, C.; Raffield, L.M.; Reiner, A.P.","Vasconcelos, Ana Gabriela (59146930500); Johnson, Mari (57219920611); Cai, Yanwei (57194465158); Hsu, Li (57200496758); Franceschini, Nora (7006270916); Auer, Paul Livermore (57211450500); Kooperberg, Charles L. (57554219700); Raffield, Laura Marie (55769881800); Reiner, Alexander Paul (55568517715)","59146930500; 57219920611; 57194465158; 57200496758; 7006270916; 57211450500; 57554219700; 55769881800; 55568517715","Methylation profile of individuals with sickle cell trait","2025","Epigenetics","10.1080/15592294.2025.2539234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012451487&doi=10.1080%2F15592294.2025.2539234&partnerID=40&md5=56f78ab882c39945ef28fe661ae45739","Sickle cell trait (SCT) is due to heterozygosity for the β-globin sickle cell mutation. SCT recently has been associated with increased risk of various adverse health outcomes. DNA methylation (DNAm) is one potential mechanism by which SCT may impact disease risk. To identify DNAm sites associated with SCT, we conducted an epigenome-wide association (EWAS) meta-analysis using whole blood Illumina EPIC array data available in a total of 3,677 African American participants (including 1,071 with SCT) from the Women’s Health Initiative and Jackson Heart Study. We identified 103 differentially methylated CpGs and 119 differentially methylated regions associated with SCT. The strongest signals were hypermethylated cis loci within predicted regulatory elements within or near the β-globin gene cluster on chromosome 11. Beyond the globin locus, SCT-associated DMPs were enriched in genes involved in redox regulation and oxidative stress. We also demonstrate an association of SCT with differences in biological age and epigenetic age acceleration, though the pattern and strength of association differ according to the epigenetic clock used. Specifically, more recent epigenetic clocks that incorporate clinical phenotypes or laboratory biomarkers related to adverse health outcomes are associated with accelerated aging among individuals with SCT compared to African American controls. Our results lay the groundwork for future study of the role of DNAm in biologic aging and related health outcomes among individuals with SCT. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","biological marker; glutathione; hemoglobin; reduced nicotinamide adenine dinucleotide phosphate oxidase 4; transcription factor; hemoglobin beta chain; adult; aged; Article; CD8+ T lymphocyte; chromosome 1; chromosome 6; chronic kidney failure; cohort analysis; DNA methylation; epigenome; female; gene expression; gene mapping; genome-wide association study; genotype; genotyping; globin gene; hematocrit; hematopoiesis; heterozygosity; human; pathway enrichment analysis; phenotype; physiological stress; principal component analysis; quality control; risk factor; RNA extraction; sickle cell trait; single nucleotide polymorphism; whole genome sequencing; women's health; African American; Caucasian; CpG island; genetic epigenesis; genetics; male; meta analysis; middle aged; Adult; beta-Globins; Black or African American; CpG Islands; DNA Methylation; Epigenesis, Genetic; Epigenome; Female; Genome-Wide Association Study; Humans; Male; Middle Aged; Sickle Cell Trait; White","40758858","2-s2.0-105012451487"
"Jiang, S.; Hu, L.; Cheng, H.-Y.; Yao, X.; Long, L.; Liao, J.-Q.; Jiang, X.; Zhang, T.; Li, J.-Y.","Jiang, Shuang (59895991600); Hu, Lin (57222018094); Cheng, Huaying (60261573000); Yao, Xin (60261976800); Long, Lu (60122764500); Liao, Jiaqiang (57194504922); Jiang, Xia (55235217100); Zhang, Tao (57116769800); Li, Jiayuan (36010890100)","59895991600; 57222018094; 60261573000; 60261976800; 60122764500; 57194504922; 55235217100; 57116769800; 36010890100","Impact of physical activity structure on phenotypic age acceleration in older adults using compositional data analysis; 基于成分数据分析的老年人群体力活动类型 对表型生物年龄加速的影响","2025","Modern Preventive Medicine","10.20043/j.cnki.MPM.202505185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105026297796&doi=10.20043%2Fj.cnki.MPM.202505185&partnerID=40&md5=ba52757ae1f78b4ef1cf4b4e443008a2","Objective This study aims to explore the effects of total physical activity (PA) and its structural composition on phenotypic age acceleration ( PhenoAgeAccel) in older adults, providing a scientific basis for intervening in aging through optimizing PA structure. Methods A cross - sectional study was conducted involving 7 016 older adults aged 60 years and above from the West China Health and Aging Cohort Study. Weekly PA levels and their domain - specific proportions ( work, transportation, recreation) were assessed using the Global Physical Activity Questionnaire-2 (GPAQ -2 ) . PhenoAgeAccel was calculated as the residual of chronological age regressed on PhenoAge. Multiple linear regression models were employed to analyze the effects of total PA on PhenoAgeAccel, controlling for demographic characteristics, anthropometric indices, lifestyle factors, and chronic diseases, followed by subgroup analyses. Isometric log -ratio transformation (ILR) in compositional data analysis ( CoDA) and isotemporal substitution model were applied to analyze the effects of the proportion of different PA types. Results Total PA was negatively correlated with PhenoAgeAccel. Each 1 - standard deviation increase in total PA was associated with a 0. 32 - year reduction in PhenoAgeAccel (/3 = - 0.32, 95% CI; - 0.46 - - 0.18 ) . Subgroup analyses showed that increasing PA could more effectively delay aging in elderly individuals aged 60 - 70 years, those with obesity, non-smokers, and those with baseline hypertension, diabetes mellitus, or dyslipidemia. There were differential contributions among PA types. When 1 % of leisure activity replaced work activity, PhenoAgeAccel decreased by 0. 031 years (/3 = - 0.031, 95 % CI: - 0. 057 - - 0.006 ). When 1 % of leisure activity replaced transport activity, PhenoAgeAccel decreased by 0. 034 years (/3 = - 0 . 034, 95%CI; -0.059 - 0 .010). The substitution effect between the proportion of work activity and that of transport activity was not statistically significant. Conclusion Increasing total PA and optimizing PA types can slow down PhenoAgeAccel, and recreation activities replacing work or transport activities have prominent effects in delaying aging. Promoting a physical activity pattern centered on recreational activities is recommended to reduce the risk of aging - related diseases. © 2025 Editorial Office of Modern Preventive Medicine. All rights reserved.","","","2-s2.0-105026297796"
"Chen, M.; Gao, Q.; Zhu, X.; Zhang, J.; Xia, R.; Zhang, Q.","Chen, Mengke (59720249300); Gao, Qingmei (58762158200); Zhu, Xinfang (24328098300); Zhang, Jun (57412565700); Xia, Rong (35735344100); Zhang, Qi (59447347800)","59720249300; 58762158200; 24328098300; 57412565700; 35735344100; 59447347800","Dietary inflammatory index and depressive symptoms as mediators between social disadvantage and accelerated phenotypic aging","2025","Journal of Affective Disorders","10.1016/j.jad.2025.119995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012176301&doi=10.1016%2Fj.jad.2025.119995&partnerID=40&md5=1f04a5a29db4fa2149f19a99ecb161ab","Socially disadvantaged populations are at higher risk for adverse health outcomes. Psychosocial and lifestyle factors may serve as key pathways linking socioeconomic status to biological aging. However, evidence regarding the relationship between social disadvantage and accelerated aging remains limited. This study aimed to investigate the association between social disadvantage and accelerated phenotypic aging, and to further examine the mediating roles of the Dietary Inflammatory Index (DII) and depression symptom scores. A total of 5747 participants from the 2005–2010 National Health and Nutrition Examination Survey (NHANES) were included. Weighted logistic regression models were used to assess the association between social disadvantage and accelerated phenotypic aging, while mediation analyses evaluated the indirect effects of DII and depressive symptoms. After multivariable adjustment, social disadvantage was significantly associated with a 41 % increased risk of accelerated phenotypic aging (OR = 1.41, 95 % CI: 1.08–1.83, P = 0.013). Mediation analyses revealed that both DII and depressive symptoms significantly mediated this association, accounting for 11.3 % and 20.1 % of the total effect, respectively (both P < 0.001). The association between social disadvantage and accelerated aging was generally consistent across subgroups, except among individuals with cardiovascular disease (CVD) (P for interaction < 0.05). Sensitivity analyses based on multiple imputation or using PhenoAgeAccel as a continuous outcome yielded similar results. These findings suggest that social disadvantage increases the risk of accelerated phenotypic aging, potentially mediated in part by pro-inflammatory dietary patterns and depressive symptoms. © 2025 Elsevier B.V.","albumin; alkaline phosphatase; C reactive protein; creatinine; glucose; adult; age; aged; aging; alcohol consumption; Article; cardiovascular disease; comorbidity; controlled study; depression; diabetes mellitus; disadvantaged population; ex-smoker; female; human; hypertension; income; leukocyte count; lifestyle; lymphocyte percentage; major clinical study; male; malignant neoplasm; mean corpuscular volume; never smoker; people by smoking status; phenotype; red blood cell distribution width; social aspect; social psychology; social status; social stratification; diet; epidemiology; inflammation; middle aged; nutrition; premature aging; psychology; risk factor; social class; Adult; Aged; Aging; Aging, Premature; Cardiovascular Diseases; Depression; Diet; Female; Humans; Inflammation; Male; Middle Aged; Nutrition Surveys; Phenotype; Risk Factors; Social Class","40749804","2-s2.0-105012176301"
"Zhang, Z.; Ren, H.; Cheng, Y.; Qiu, H.; Luo, Q.; Zhao, Y.; Yu, J.; Jiang, C.","Zhang, Zheng (59801650000); Ren, Hao (58608832700); Cheng, Yongjia (60016920900); Qiu, Haitang (35976909400); Luo, Qinghua (22958337100); Zhao, Yuan (59247512400); Yu, Jiangyou (59247968500); Jiang, Chenggang (55842361900)","59801650000; 58608832700; 60016920900; 35976909400; 22958337100; 59247512400; 59247968500; 55842361900","Sleep disorders and aging: Mendelian randomization analysis of epigenetic and frailty markers","2025","Journal of Affective Disorders","10.1016/j.jad.2025.119989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011848795&doi=10.1016%2Fj.jad.2025.119989&partnerID=40&md5=3c5c307d64c92534676178c1efb3822f","Background: Sleep disorders—including daytime sleepiness (DS), insomnia, and sleep apnea (SA)—have been linked to aging-related phenotypes, but their causal roles remain unclear. This study aimed to examine the potential causal effects of these sleep traits on biological aging using a Mendelian randomization (MR) approach. Methods: We conducted two-sample MR analyses using genetic instruments from large-scale genome-wide association studies (GWAS) for DS, insomnia, and SA. The inverse-variance weighted (IVW) method was the primary analytical approach, with sensitivity analyses performed for validation. Aging-related outcomes included intrinsic epigenetic age acceleration (IEAA), GrimAge, HannumAge, PhenoAge, telomere length, facial aging, frailty index, and cognitive performance. False discovery rate (FDR) correction was applied for multiple testing. Results: DS was significantly associated with increased frailty index (β = 0.33, 95 % CI: 0.09–0.57, PFDR = 0.045). Insomnia showed significant associations with both IEAA (β = 1.57, 95 % CI: 0.40–2.73, PFDR = 0.035) and frailty index (β = 0.42, 95 % CI: 0.23–0.61, PFDR <0.001). SA was significantly associated with facial aging (β = 0.03, 95 % CI: 0.01–0.06, PFDR = 0.016) and frailty index (β = 0.09, 95 % CI: 0.02–0.16, PFDR = 0.028). No significant associations were found for telomere length, GrimAge, PhenoAge, or cognitive performance. Conclusions: This MR study supports potential causal effects of insomnia on epigenetic aging and frailty. DS and SA were also linked to increased frailty, and SA further associated with facial aging. These findings underscore the importance of sleep health in mitigating age-related biological decline. © 2025 Elsevier B.V.","adult; age; aged; aging; Article; cohort analysis; conceptual model; daytime somnolence; epigenetics; false discovery rate; female; frailty; genetic variability; genome-wide association study; human; insomnia; instrumental variable analysis; major clinical study; male; Mendelian randomization analysis; mental performance; sensitivity analysis; sleep apnea syndromes; sleep disorder; telomere length; genetic epigenesis; genetics; middle aged; Aged; Aging; Epigenesis, Genetic; Female; Frailty; Genome-Wide Association Study; Humans; Male; Mendelian Randomization Analysis; Middle Aged; Sleep Apnea Syndromes; Sleep Initiation and Maintenance Disorders; Sleep Wake Disorders","40738335","2-s2.0-105011848795"
"Wang, X.; Liu, C.; Li, G.; Tian, S.; Peng, W.; Liu, P.","Wang, Xiaoqiao (60242355400); Liu, Chang (60139080200); Li, Guixia (57955592900); Tian, Shuyan (60242560800); Peng, Wujian (35368942100); Liu, Peijia (57215717494)","60242355400; 60139080200; 57955592900; 60242560800; 35368942100; 57215717494","Associations of dietary flavones, particularly apigenin and luteolin, with phenotypic age acceleration: A cross-sectional study using NHANES data","2025","Medicine (United States)","10.1097/MD.0000000000046520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024984119&doi=10.1097%2FMD.0000000000046520&partnerID=40&md5=529e2de34379f993c8a8a4536e09c052","Specific flavone subclasses, particularly apigenin and luteolin, exhibit potent anti-aging properties mediated by their anti-inflammatory and antioxidant activities. However, epidemiological evidence relating these bioactive compounds to phenotypic age acceleration (PhenoAgeAccel) remains limited. We analyzed data from 10, 789 US adults participating in the National Health and Nutrition Examination Survey 2007–2010 and 2017–2018 cycles. PhenoAgeAccel was calculated as the residuals from regressing phenotypic age (based on inflammatory and metabolic biomarkers) on chronological age, where positive values indicated accelerated aging. Intakes of total flavones, apigenin, and luteolin were quantified using 24-h dietary recalls. Weighted multivariable logistic regression models were used to assess associations between flavone intakes and PhenageAccel, with comprehensive adjustments for potential confounders. Restricted cubic spline models were employed to evaluate non-linear relationships. Higher total flavone intake was associated with a dose-dependent decrease in PhenoAgeAccel (P-trend < .001). In fully adjusted models, each log-unit increase (equivalent to 2.7-fold higher intake) in flavone intake corresponded to a 9.6% reduction in the odds of PhenoAgeAccel (odds ratio [OR] = 0.904, 95% confidence interval: 0.859–0.953). Similar inverse associations were observed for apigenin (Q4 vs Q1: OR = 0.647, P = .002) and luteolin (Q4 vs Q1: OR = 0.736, P = .011). Significant non-linear dose-response relationships were observed for all flavones (P-nonlinearity < 0.001). Subgroup analyses unveiled consistent associations across age, sex, and cardiometabolic status (all P-interaction > 0.05). In this nationally representative sample, higher dietary intakes of flavones, particularly apigenin and luteolin, were strongly associated with reduced PhenoAgeAccel. These findings suggest the potential role of flavones as modifiable dietary factors for healthy aging. © 2025","apigenin; flavone; flavone derivative; luteolin; adult; aging; alcohol consumption; antiaging activity; antioxidant activity; Article; cardiometabolic risk; cardiometabolic risk factor; clinical outcome; controlled study; cross-sectional study; dietary intake; dose response; educational status; female; healthy aging; human; major clinical study; male; marriage; nonlinear system; phenotype; physical activity; prevalence; quantitative analysis; reduction (chemistry); smoking; aged; diet; drug effect; middle aged; nutrition; United States; Adult; Aged; Aging; Apigenin; Cross-Sectional Studies; Diet; Female; Flavones; Humans; Luteolin; Male; Middle Aged; Nutrition Surveys; Phenotype","41398778","2-s2.0-105024984119"
